"genotype" "clonalcolony" "identifier"
"WineBC241" "G7-110316" 26439
"WineBC241" "G7-110316" 26440
"WineBC241" "G7-110316" 26441
"WineBC241" "G7-110316" 26442
"WineBC241" "G7-110316" 26443
"WineBC241" "G7-110316" 26444
"WineBC241" "G7-110316" 26445
"WineBC241" "G7-110316" 26446
"WineBC241" "G7-110316" 26447
"WineBC241" "G7-110316" 26449
"WineBC241" "G7-110316" 26451
"WineBC241" "G7-110316" 26452
"WineBC241" "G7-110316" 26453
"WineBC241" "G7-110316" 26454
"WineBC241" "G7-110316" 26455
"WineBC241" "G7-110316" 26463
"WineBC241" "G7-110316" 26465
"WineBC241" "G7-110316" 26467
"WineBC241" "G7-110316" 26468
"WineBC241" "G7-110316" 26469
"WineBC241" "G7-110316" 26470
"WineBC241" "G7-110316" 26471
"WineBC241" "G7-110316" 26472
"WineBC241" "G7-110316" 26473
"WineBC241" "G7-110316" 26474
"WineBC241" "G7-110316" 26475
"WineBC241" "G7-110316" 26476
"WineBC241" "G7-110316" 26477
"WineBC241" "G7-110316" 26478
"WineBC241" "G7-110316" 26479
"WineBC241" "G7-110316" 26480
"WineBC241" "G7-110316" 26482
"WineBC241" "G7-110316" 26487
"WineBC241" "G7-110316" 26488
"WineBC241" "G7-110316" 26489
"WineBC241" "G7-110316" 26490
"WineBC241" "G7-110316" 26491
"WineBC241" "G7-110316" 26492
"WineBC241" "G7-110316" 26493
"WineBC241" "G7-110316" 26494
"WineBC241" "G7-110316" 26495
"WineBC241" "G7-110316" 26496
"WineBC241" "G7-110316" 26498
"WineBC241" "G7-110316" 26500
"WineBC241" "G7-110316" 26501
"WineBC241" "G7-110316" 26502
"WineBC241" "G7-110316" 26503
"WineBC241" "G7-110316" 26507
"WineBC241" "G7-110316" 26513
"WineBC241" "G7-110316" 26515
"WineBC241" "G7-110316" 26516
"WineBC241" "G7-110316" 26517
"WineBC241" "G7-110316" 26518
"WineBC241" "G7-110316" 26520
"WineBC241" "G7-110316" 26521
"WineBC241" "G7-110316" 26524
"WineBC241" "G7-110316" 26525
"WineBC241" "G7-110316" 26526
"WineBC241" "G7-110316" 26527
"WineBC241" "G7-110316" 26528
"WineBC241" "G7-110316" 26529
"WineBC241" "G7-110316" 26530
"WineBC241" "G7-110316" 26531
"WineBC241" "G7-110316" 26535
"WineBC241" "G7-110316" 26541
"WineBC241" "G7-110316" 26542
"WineBC241" "G7-110316" 26543
"WineBC241" "G7-110316" 26545
"WineBC241" "G7-110316" 26546
"WineBC241" "G7-110316" 26547
"WineBC241" "G7-110316" 26548
"WineBC241" "G7-110316" 26549
"WineBC241" "G7-110316" 26550
"WineBC241" "G7-110316" 26552
"WineBC241" "G7-110316" 26553
"WineBC241" "G7-110316" 26554
"WineBC241" "G7-110316" 26555
"WineBC241" "G7-110316" 26556
"WineBC241" "G7-110316" 26557
"WineBC241" "G7-110316" 26558
"WineBC241" "G7-110316" 26561
"WineBC241" "G7-110316" 26566
"WineBC241" "G7-110316" 26567
"WineBC241" "G7-110316" 26568
"WineBC241" "G7-110316" 26569
"WineBC241" "G7-110316" 26570
"WineBC241" "G7-110316" 26571
"WineBC241" "G7-110316" 26572
"WineBC241" "G7-110316" 26573
"WineBC241" "G7-110316" 26574
"WineBC241" "G7-110316" 26577
"WineBC241" "G7-110316" 26578
"WineBC241" "G7-110316" 26579
"WineBC241" "G7-110316" 26580
"WineBC241" "G7-110316" 26581
"WineBC241" "G7-110316" 26582
"WineBC241" "G7-110316" 26583
"WineBC241" "G7-110316" 26584
"WineBC241" "G7-110316" 26585
"WineBC241" "G7-110316" 26588
"WineBC241" "G7-110316" 26593
"WineBC241" "G7-110316" 26597
"WineBC241" "G7-110316" 26598
"WineBC241" "G7-110316" 26599
"WineBC241" "G7-110316" 26601
"WineBC241" "G7-110316" 26602
"WineBC241" "G7-110316" 26603
"WineBC241" "G7-110316" 26604
"WineBC241" "G7-110316" 26605
"WineBC241" "G7-110316" 26606
"WineBC241" "G7-110316" 26607
"WineBC241" "G7-110316" 26608
"WineBC241" "G7-110316" 26609
"WineBC241" "G7-110316" 26610
"WineBC241" "G7-110316" 26611
"WineBC241" "G7-110316" 26612
"WineBC241" "G7-110316" 26615
"WineBC241" "G7-110316" 26617
"WineBC241" "G7-110316" 26618
"WineBC241" "G7-110316" 26619
"WineBC241" "G7-110316" 26622
"WineBC241" "G8-110316" 24948
"WineBC241" "G8-110316" 24965
"WineBC241" "G8-110316" 25014
"WineBC241" "G8-110316" 25015
"WineBC241" "G8-110316" 25021
"WineBC241" "G8-110316" 25022
"WineBC241" "G8-110316" 25030
"WineBC241" "G8-110316" 25032
"WineBC241" "G8-110316" 25062
"WineBC241" "G8-110316" 25071
"WineBC241" "G8-110316" 25095
"WineBC241" "G8-110316" 25130
"WineBC241" "G8-110316" 25144
"WineBC241" "G8-110316" 25174
"WineBC241" "G8-110316" 25191
"WineBC241" "G8-110316" 25193
"WineBC241" "G8-110316" 25195
"WineBC241" "G8-110316" 25196
"WineBC241" "G8-110316" 25211
"WineBC241" "G8-110316" 25214
"WineBC241" "G8-110316" 25265
"WineBC241" "G8-110316" 25274
"WineBC241" "G8-110316" 25284
"WineBC241" "G8-110316" 25288
"WineBC241" "G8-110316" 25308
"WineBC241" "G8-110316" 25316
"WineBC241" "G8-110316" 25317
"WineBC241" "G8-110316" 25348
"WineBC241" "G8-110316" 25372
"WineBC241" "G8-110316" 25386
"WineBC241" "G8-110316" 25414
"WineBC241" "G8-110316" 25420
"WineBC241" "G8-110316" 25421
"WineBC241" "G8-110316" 25423
"WineBC241" "G8-110316" 25449
"WineBC241" "G8-110316" 25450
"WineBC241" "G8-110316" 25463
"WineBC241" "G8-110316" 25470
"WineBC241" "G8-110316" 25476
"WineBC241" "G8-110316" 25487
"WineBC241" "G8-110316" 25488
"WineBC241" "G8-110316" 25491
"WineBC241" "G8-110316" 25493
"WineBC241" "G8-110316" 25494
"WineBC241" "G8-110316" 25499
"WineBC241" "G8-110316" 25508
"WineBC241" "G8-110316" 25525
"WineBC241" "G8-110316" 25530
"WineBC241" "G8-110316" 25537
"WineBC241" "G8-110316" 25548
"WineBC241" "G8-110316" 25555
"WineBC241" "G8-110316" 25568
"WineBC241" "G8-110316" 25572
"WineBC241" "G8-110316" 25586
"WineBC241" "G8-110316" 25596
"WineBC241" "G8-110316" 25599
"WineBC241" "G8-110316" 25600
"WineBC241" "G8-110316" 25616
"WineBC241" "G8-110316" 25620
"WineBC241" "G8-110316" 25636
"WineBC241" "G8-110316" 25642
"WineBC241" "G8-110316" 25647
"WineBC241" "G8-110316" 25652
"WineBC241" "G8-110316" 25664
"WineBC241" "G8-110316" 25665
"WineBC241" "G8-110316" 25668
"WineBC241" "G8-110316" 25669
"WineBC241" "G8-110316" 25687
"WineBC241" "G8-110316" 25698
"WineBC241" "G8-110316" 25711
"WineBC241" "G8-110316" 25718
"WineBC241" "G8-110316" 25725
"WineBC241" "G8-110316" 25771
"WineBC241" "G8-110316" 25778
"WineBC241" "G8-110316" 25792
"WineBC241" "G8-110316" 25794
"WineBC241" "G8-110316" 25820
"WineBC241" "G9-110316" 23727
"WineBC241" "G9-110316" 23739
"WineBC241" "G9-110316" 23740
"WineBC241" "G9-110316" 23773
"WineBC241" "G9-110316" 23817
"WineBC241" "G9-110316" 23829
"WineBC241" "G9-110316" 23830
"WineBC241" "G9-110316" 23833
"WineBC241" "G9-110316" 23836
"WineBC241" "G9-110316" 23854
"WineBC241" "G9-110316" 23855
"WineBC241" "G9-110316" 23856
"WineBC241" "G9-110316" 23870
"WineBC241" "G9-110316" 23928
"WineBC241" "G9-110316" 23986
"WineBC241" "G9-110316" 23990
"WineBC241" "G9-110316" 24006
"WineBC241" "G9-110316" 24007
"WineBC241" "G9-110316" 24013
"WineBC241" "G9-110316" 24021
"WineBC241" "G9-110316" 24031
"WineBC241" "G9-110316" 24074
"WineBC241" "G9-110316" 24080
"WineBC241" "G9-110316" 24082
"WineBC241" "G9-110316" 24084
"WineBC241" "G9-110316" 24088
"WineBC241" "G9-110316" 24090
"WineBC241" "G9-110316" 24110
"WineBC241" "G9-110316" 24116
"WineBC241" "G9-110316" 24117
"WineBC241" "G9-110316" 24120
"WineBC241" "G9-110316" 24141
"WineBC241" "G9-110316" 24323
"WineBC241" "G9-110316" 24332
"WineBC241" "G9-110316" 24353
"WineBC241" "G9-110316" 24363
"WineBC241" "G9-110316" 24365
"WineBC241" "G9-110316" 24372
"WineBC241" "G9-110316" 24385
"WineBC241" "G9-110316" 24433
"WineBC241" "G9-110316" 24449
"WineBC241" "G9-110316" 24471
"WineBC241" "G9-110316" 24485
"WineBC241" "G9-110316" 24497
"WineBC241" "G9-110316" 24500
"WineBC241" "G9-110316" 24506
"WineBC241" "G9-110316" 24508
"WineBC241" "G9-110316" 24514
"WineBC241" "G9-110316" 24588
"WineBC241" "G9-110316" 24645
"WineBC241" "G9-110316" 24689
"WineBC241" "G9-110316" 24690
"WineBC241" "G9-110316" 24691
"WineBC241" "G9-110316" 24727
"WineBC241" "G9-110316" 24778
"WineBC241" "G9-110316" 24800
"WineBC241" "G9-110316" 24820
"WineBC241" "G10-110316" 22603
"WineBC241" "G10-110316" 22610
"WineBC241" "G10-110316" 22611
"WineBC241" "G10-110316" 22616
"WineBC241" "G10-110316" 22618
"WineBC241" "G10-110316" 22622
"WineBC241" "G10-110316" 22623
"WineBC241" "G10-110316" 22624
"WineBC241" "G10-110316" 22625
"WineBC241" "G10-110316" 22626
"WineBC241" "G10-110316" 22631
"WineBC241" "G10-110316" 22641
"WineBC241" "G10-110316" 22642
"WineBC241" "G10-110316" 22644
"WineBC241" "G10-110316" 22648
"WineBC241" "G10-110316" 22649
"WineBC241" "G10-110316" 22650
"WineBC241" "G10-110316" 22652
"WineBC241" "G10-110316" 22656
"WineBC241" "G10-110316" 22660
"WineBC241" "G10-110316" 22662
"WineBC241" "G10-110316" 22674
"WineBC241" "G10-110316" 22675
"WineBC241" "G10-110316" 22676
"WineBC241" "G10-110316" 22677
"WineBC241" "G10-110316" 22678
"WineBC241" "G10-110316" 22679
"WineBC241" "G10-110316" 22681
"WineBC241" "G10-110316" 22684
"WineBC241" "G10-110316" 22686
"WineBC241" "G10-110316" 22687
"WineBC241" "G10-110316" 22688
"WineBC241" "G10-110316" 22689
"WineBC241" "G10-110316" 22690
"WineBC241" "G10-110316" 22692
"WineBC241" "G10-110316" 22694
"WineBC241" "G10-110316" 22695
"WineBC241" "G10-110316" 22699
"WineBC241" "G10-110316" 22705
"WineBC241" "G10-110316" 22706
"WineBC241" "G10-110316" 22708
"WineBC241" "G10-110316" 22710
"WineBC241" "G10-110316" 22711
"WineBC241" "G10-110316" 22713
"WineBC241" "G10-110316" 22714
"WineBC241" "G10-110316" 22717
"WineBC241" "G10-110316" 22718
"WineBC241" "G10-110316" 22722
"WineBC241" "G10-110316" 22723
"WineBC241" "G10-110316" 22724
"WineBC241" "G10-110316" 22725
"WineBC241" "G10-110316" 22726
"WineBC241" "G10-110316" 22736
"WineBC241" "G10-110316" 22737
"WineBC241" "G10-110316" 22738
"WineBC241" "G10-110316" 22739
"WineBC241" "G10-110316" 22740
"WineBC241" "G10-110316" 22741
"WineBC241" "G10-110316" 22742
"WineBC241" "G10-110316" 22743
"WineBC241" "G10-110316" 22744
"WineBC241" "G10-110316" 22745
"WineBC241" "G10-110316" 22747
"WineBC241" "G10-110316" 22750
"WineBC241" "G10-110316" 22751
"WineBC241" "G10-110316" 22752
"WineBC241" "G10-110316" 22753
"WineBC241" "G10-110316" 22754
"WineBC241" "G10-110316" 22757
"WineBC241" "G10-110316" 22759
"WineBC241" "G10-110316" 22775
"WineBC241" "G10-110316" 22776
"WineBC241" "G10-110316" 22777
"WineBC241" "G10-110316" 22778
"WineBC241" "G10-110316" 22779
"WineBC241" "G10-110316" 22780
"WineBC241" "G10-110316" 22781
"WineBC241" "G10-110316" 22783
"WineBC241" "G10-110316" 22786
"WineBC241" "G10-110316" 22788
"WineBC241" "G10-110316" 22789
"WineBC241" "G10-110316" 22810
"WineBC241" "G10-110316" 22811
"WineBC241" "G10-110316" 22812
"WineBC241" "G10-110316" 22813
"WineBC241" "G10-110316" 22814
"WineBC241" "G10-110316" 22815
"WineBC241" "G10-110316" 22816
"WineBC241" "G10-110316" 22817
"WineBC241" "G10-110316" 22820
"WineBC241" "G10-110316" 22823
"WineBC241" "G10-110316" 22824
"WineBC241" "G10-110316" 22826
"WineBC241" "G10-110316" 22827
"WineBC241" "G10-110316" 22828
"WineBC241" "G10-110316" 22829
"WineBC241" "G10-110316" 22830
"WineBC241" "G10-110316" 22831
"WineBC241" "G10-110316" 22832
"WineBC241" "G10-110316" 22834
"WineBC241" "G10-110316" 22838
"WineBC241" "G10-110316" 22847
"WineBC241" "G10-110316" 22849
"WineBC241" "G10-110316" 22851
"WineBC241" "G10-110316" 22852
"WineBC241" "G10-110316" 22854
"WineBC241" "G10-110316" 22855
"WineBC241" "G10-110316" 22858
"WineBC241" "G10-110316" 22859
"WineBC241" "G10-110316" 22864
"WineBC241" "G10-110316" 22865
"WineBC241" "G10-110316" 22867
"WineBC241" "G10-110316" 22868
"WineBC241" "G10-110316" 22869
"WineBC241" "G10-110316" 22871
"WineBC241" "G10-110316" 22872
"WineBC241" "G10-110316" 22874
"WineBC241" "G10-110316" 22875
"WineBC241" "G10-110316" 22876
"WineBC241" "G10-110316" 22877
"WineBC241" "G10-110316" 22878
"WineBC241" "G10-110316" 22881
"WineBC241" "G10-110316" 22894
"WineBC241" "G10-110316" 22896
"WineBC241" "G10-110316" 22897
"WineBC241" "G10-110316" 22898
"WineBC241" "G10-110316" 22899
"WineBC241" "G10-110316" 22900
"WineBC241" "G10-110316" 22901
"WineBC241" "G10-110316" 22902
"WineBC241" "G10-110316" 22903
"WineBC241" "G10-110316" 22904
"WineBC241" "G10-110316" 22905
"WineBC241" "G10-110316" 22907
"WineBC241" "G10-110316" 22913
"WineBC241" "G10-110316" 22914
"WineBC241" "G10-110316" 22915
"WineBC241" "G10-110316" 22916
"WineBC241" "G10-110316" 22919
"WineBC241" "G10-110316" 22928
"WineBC241" "G10-110316" 22931
"WineBC241" "G10-110316" 22933
"WineBC241" "G10-110316" 22938
"WineBC241" "G10-110316" 22940
"WineBC241" "G10-110316" 22943
"WineBC241" "G10-110316" 22944
"WineBC241" "G10-110316" 22945
"WineBC241" "G10-110316" 22946
"WineBC241" "G10-110316" 22947
"WineBC241" "G10-110316" 22948
"WineBC241" "G10-110316" 22951
"WineBC241" "G10-110316" 22954
"WineBC241" "G10-110316" 22965
"WineBC241" "G10-110316" 22967
"WineBC241" "G10-110316" 22969
"WineBC241" "G10-110316" 22972
"WineBC241" "G10-110316" 22973
"WineBC241" "G10-110316" 22974
"WineBC241" "G10-110316" 22975
"WineBC241" "G10-110316" 22976
"WineBC241" "G10-110316" 22977
"WineBC241" "G10-110316" 22980
"WineBC241" "G10-110316" 22982
"WineBC241" "G10-110316" 22989
"WineBC241" "G10-110316" 22990
"WineBC241" "G10-110316" 22991
"WineBC241" "G10-110316" 22994
"WineBC241" "G10-110316" 23001
"WineBC241" "G10-110316" 23026
"WineBC241" "G10-110316" 23027
"WineBC241" "G10-110316" 23031
"WineBC241" "G10-110316" 23032
"WineBC241" "G10-110316" 23033
"WineBC241" "G10-110316" 23034
"WineBC241" "G10-110316" 23035
"WineBC241" "G10-110316" 23036
"WineBC241" "G10-110316" 23038
"WineBC241" "G10-110316" 23039
"WineBC241" "G10-110316" 23040
"WineBC241" "G10-110316" 23044
"WineBC241" "G10-110316" 23045
"WineBC241" "G10-110316" 23046
"WineBC241" "G10-110316" 23049
"WineBC241" "G10-110316" 23063
"WineBC241" "G10-110316" 23067
"WineBC241" "G10-110316" 23071
"WineBC241" "G10-110316" 23075
"WineBC241" "G10-110316" 23079
"WineBC241" "G10-110316" 23083
"WineBC241" "G10-110316" 23085
"WineBC241" "G10-110316" 23107
"WineBC241" "G10-110316" 23108
"WineBC241" "G10-110316" 23109
"WineBC241" "G10-110316" 23110
"WineBC241" "G10-110316" 23111
"WineBC241" "G10-110316" 23112
"WineBC241" "G10-110316" 23113
"WineBC241" "G10-110316" 23114
"WineBC241" "G10-110316" 23121
"WineBC241" "G10-110316" 23123
"WineBC241" "G10-110316" 23126
"WineBC241" "G10-110316" 23128
"WineBC241" "G10-110316" 23129
"WineBC241" "G10-110316" 23132
"WineBC241" "G10-110316" 23139
"WineBC241" "G10-110316" 23140
"WineBC241" "G10-110316" 23141
"WineBC241" "G10-110316" 23143
"WineBC241" "G10-110316" 23145
"WineBC241" "G10-110316" 23147
"WineBC241" "G10-110316" 23148
"WineBC241" "G10-110316" 23151
"WineBC241" "G10-110316" 23156
"WineBC241" "G10-110316" 23158
"WineBC241" "G10-110316" 23159
"WineBC241" "G10-110316" 23160
"WineBC241" "G10-110316" 23161
"WineBC241" "G10-110316" 23162
"WineBC241" "G10-110316" 23164
"WineBC241" "G10-110316" 23165
"WineBC241" "G10-110316" 23166
"WineBC241" "G10-110316" 23167
"WineBC241" "G10-110316" 23168
"WineBC241" "G10-110316" 23169
"WineBC241" "G10-110316" 23170
"WineBC241" "G10-110316" 23171
"WineBC241" "G10-110316" 23172
"WineBC241" "G10-110316" 23186
"WineBC241" "G10-110316" 23187
"WineBC241" "G10-110316" 23188
"WineBC241" "G10-110316" 23189
"WineBC241" "G10-110316" 23190
"WineBC241" "G10-110316" 23192
"WineBC241" "G10-110316" 23194
"WineBC241" "G10-110316" 23195
"WineBC241" "G10-110316" 23196
"WineBC241" "G10-110316" 23197
"WineBC241" "G10-110316" 23199
"WineBC241" "G10-110316" 23200
"WineBC241" "G10-110316" 23201
"WineBC241" "G10-110316" 23202
"WineBC241" "G10-110316" 23203
"WineBC241" "G10-110316" 23204
"WineBC241" "G10-110316" 23205
"WineBC241" "G10-110316" 23207
"WineBC241" "G10-110316" 23213
"WineBC241" "G10-110316" 23222
"WineBC241" "G10-110316" 23223
"WineBC241" "G10-110316" 23224
"WineBC241" "G10-110316" 23226
"WineBC241" "G10-110316" 23228
"WineBC241" "G10-110316" 23231
"WineBC241" "G10-110316" 23232
"WineBC241" "G10-110316" 23235
"WineBC241" "G10-110316" 23237
"WineBC241" "G10-110316" 23239
"WineBC241" "G10-110316" 23240
"WineBC241" "G10-110316" 23241
"WineBC241" "G10-110316" 23245
"WineBC241" "G10-110316" 23257
"WineBC241" "G10-110316" 23259
"WineBC241" "G10-110316" 23260
"WineBC241" "G10-110316" 23261
"WineBC241" "G10-110316" 23262
"WineBC241" "G10-110316" 23263
"WineBC241" "G10-110316" 23265
"WineBC241" "G10-110316" 23266
"WineBC241" "G10-110316" 23267
"WineBC241" "G10-110316" 23268
"WineBC241" "G10-110316" 23276
"WineBC241" "G10-110316" 23277
"WineBC241" "G10-110316" 23281
"WineBC241" "G10-110316" 23283
"WineBC241" "G10-110316" 23284
"WineBC241" "G10-110316" 23299
"WineBC241" "G10-110316" 23301
"WineBC241" "G10-110316" 23302
"WineBC241" "G10-110316" 23307
"WineBC241" "G10-110316" 23309
"WineBC241" "G10-110316" 23310
"WineBC241" "G10-110316" 23316
"WineBC241" "G10-110316" 23318
"WineBC241" "G10-110316" 23319
"WineBC241" "G10-110316" 23343
"WineBC241" "G10-110316" 23346
"WineBC241" "G10-110316" 23352
"WineBC241" "G10-110316" 23353
"WineBC241" "G10-110316" 23357
"WineBC241" "G10-110316" 23367
"WineBC241" "G10-110316" 23377
"WineBC241" "G10-110316" 23378
"WineBC241" "G10-110316" 23380
"WineBC241" "G10-110316" 23381
"WineBC241" "G10-110316" 23382
"WineBC241" "G10-110316" 23383
"WineBC241" "G10-110316" 23384
"WineBC241" "G10-110316" 23385
"WineBC241" "G10-110316" 23387
"WineBC241" "G10-110316" 23388
"WineBC241" "G10-110316" 23390
"WineBC241" "G10-110316" 23391
"WineBC241" "G10-110316" 23392
"WineBC241" "G10-110316" 23393
"WineBC241" "G10-110316" 23394
"WineBC241" "G10-110316" 23397
"WineBC241" "G10-110316" 23401
"WineBC241" "G10-110316" 23402
"WineBC241" "G10-110316" 23403
"WineBC241" "G10-110316" 23404
"WineBC241" "G10-110316" 23405
"WineBC241" "G10-110316" 23406
"WineBC241" "G10-110316" 23408
"WineBC241" "G10-110316" 23423
"WineBC241" "G10-110316" 23424
"WineBC241" "G10-110316" 23425
"WineBC241" "G10-110316" 23428
"WineBC241" "G10-110316" 23454
"WineBC241" "G10-110316" 23458
"WineBC241" "G10-110316" 23459
"WineBC241" "G10-110316" 23460
"WineBC241" "G10-110316" 23463
"WineBC241" "G10-110316" 23467
"WineBC241" "G10-110316" 23468
"WineBC241" "G10-110316" 23470
"WineBC241" "G10-110316" 23471
"WineBC241" "G10-110316" 23472
"WineBC241" "G10-110316" 23473
"WineBC241" "G10-110316" 23474
"WineBC241" "G10-110316" 23475
"WineBC241" "G10-110316" 23476
"WineBC241" "G10-110316" 23479
"WineBC241" "G10-110316" 23483
"WineBC241" "G10-110316" 23488
"WineBC241" "G10-110316" 23490
"WineBC241" "G10-110316" 23494
"WineBC241" "G10-110316" 23496
"WineBC241" "G10-110316" 23498
"WineBC241" "G10-110316" 23505
"WineBC241" "G10-110316" 23506
"WineBC241" "G10-110316" 23507
"WineBC241" "G10-110316" 23508
"WineBC241" "G10-110316" 23509
"WineBC241" "G10-110316" 23510
"WineBC241" "G10-110316" 23512
"WineBC241" "G10-110316" 23513
"WineBC241" "G10-110316" 23514
"WineBC241" "G10-110316" 23517
"WineBC241" "G10-110316" 23535
"WineBC241" "G10-110316" 23537
"WineBC241" "G10-110316" 23542
"WineBC241" "G10-110316" 23546
"WineBC241" "G10-110316" 23547
"WineBC241" "G10-110316" 23548
"WineBC241" "G10-110316" 23553
"WineBC241" "G10-110316" 23554
"WineBC241" "G10-110316" 23555
"WineBC241" "G10-110316" 23556
"WineBC241" "G10-110316" 23559
"WineBC241" "G10-110316" 23574
"WineBC241" "G10-110316" 23575
"WineBC241" "G10-110316" 23576
"WineBC241" "G10-110316" 23578
"WineBC241" "G10-110316" 23580
"WineBC241" "G10-110316" 23582
"WineBC241" "G10-110316" 23588
"WineBC241" "G10-110316" 23589
"WineBC241" "G10-110316" 23590
"WineBC241" "G10-110316" 23592
"WineBC241" "G10-110316" 23593
"WineBC241" "G10-110316" 23594
"WineBC241" "G10-110316" 23595
"WineBC241" "G10-110316" 23617
"WineBC241" "G10-110316" 23618
"WineBC241" "G10-110316" 23619
"WineBC241" "G10-110316" 23620
"WineBC241" "G10-110316" 23621
"WineBC241" "G10-110316" 23623
"WineBC241" "G10-110316" 23624
"WineBC241" "G10-110316" 23625
"WineBC241" "G10-110316" 23627
"WineBC241" "G10-110316" 23628
"WineBC241" "G10-110316" 23653
"WineBC241" "G10-110316" 23656
"WineBC241" "G10-110316" 23657
"WineBC241" "G10-110316" 23665
"WineBC241" "G10-110316" 23667
"WineBC241" "G10-110316" 23669
"WineBC241" "G10-110316" 23673
"WineBC241" "G10-110316" 23675
"WineBC241" "G10-110316" 23678
"WineBC241" "G10-110316" 23682
"WineBC241" "G10-110316" 23696
"WineBC241" "G10-110316" 23697
"WineBC241" "G10-110316" 23699
"WineBC241" "G10-110316" 23700
"WineBC241" "G10-110316" 23701
"WineBC241" "G11-110316" 21796
"WineBC241" "G11-110316" 21797
"WineBC241" "G11-110316" 21798
"WineBC241" "G11-110316" 21799
"WineBC241" "G11-110316" 21800
"WineBC241" "G11-110316" 21801
"WineBC241" "G11-110316" 21802
"WineBC241" "G11-110316" 21804
"WineBC241" "G11-110316" 21805
"WineBC241" "G11-110316" 21806
"WineBC241" "G11-110316" 21807
"WineBC241" "G11-110316" 21808
"WineBC241" "G11-110316" 21809
"WineBC241" "G11-110316" 21810
"WineBC241" "G11-110316" 21811
"WineBC241" "G11-110316" 21816
"WineBC241" "G11-110316" 21817
"WineBC241" "G11-110316" 21818
"WineBC241" "G11-110316" 21819
"WineBC241" "G11-110316" 21820
"WineBC241" "G11-110316" 21821
"WineBC241" "G11-110316" 21822
"WineBC241" "G11-110316" 21824
"WineBC241" "G11-110316" 21825
"WineBC241" "G11-110316" 21826
"WineBC241" "G11-110316" 21827
"WineBC241" "G11-110316" 21828
"WineBC241" "G11-110316" 21830
"WineBC241" "G11-110316" 21831
"WineBC241" "G11-110316" 21832
"WineBC241" "G11-110316" 21833
"WineBC241" "G11-110316" 21835
"WineBC241" "G11-110316" 21838
"WineBC241" "G11-110316" 21839
"WineBC241" "G11-110316" 21840
"WineBC241" "G11-110316" 21841
"WineBC241" "G11-110316" 21842
"WineBC241" "G11-110316" 21843
"WineBC241" "G11-110316" 21844
"WineBC241" "G11-110316" 21847
"WineBC241" "G11-110316" 21854
"WineBC241" "G11-110316" 21855
"WineBC241" "G11-110316" 21856
"WineBC241" "G11-110316" 21857
"WineBC241" "G11-110316" 21858
"WineBC241" "G11-110316" 21859
"WineBC241" "G11-110316" 21860
"WineBC241" "G11-110316" 21861
"WineBC241" "G11-110316" 21862
"WineBC241" "G11-110316" 21863
"WineBC241" "G11-110316" 21864
"WineBC241" "G11-110316" 21865
"WineBC241" "G11-110316" 21866
"WineBC241" "G11-110316" 21868
"WineBC241" "G11-110316" 21870
"WineBC241" "G11-110316" 21871
"WineBC241" "G11-110316" 21872
"WineBC241" "G11-110316" 21875
